,mtest,seed,fold,balanced_accuracy,roc_auc
463,inception,6,4,0.4305555555555556,0.33333333333333337
464,inception,6,5,0.5347222222222222,0.5277777777777778
465,inception,6,6,0.5303030303030303,0.6818181818181819
466,inception,6,7,0.45833333333333337,0.5625
467,inception,6,8,0.75,0.7222222222222222
468,inception,6,9,0.6125,0.675
469,inception,6,10,0.6298701298701299,0.6883116883116883
470,inception,7,1,0.46969696969696967,0.606060606060606
471,inception,7,2,0.6571428571428571,0.7142857142857143
472,inception,7,3,0.625,0.6000000000000001
473,inception,7,4,0.5125,0.5
474,inception,7,5,0.5416666666666667,0.5833333333333333
475,inception,7,6,0.84375,0.96875
476,inception,7,7,0.47916666666666663,0.3611111111111111
477,inception,7,8,0.5416666666666667,0.48958333333333337
478,inception,7,9,0.475,0.65
479,inception,7,10,0.5138888888888888,0.6111111111111112
480,inception,8,1,0.7125,0.8374999999999999
481,inception,8,2,0.75,0.7678571428571428
482,inception,8,3,0.6666666666666667,0.763888888888889
483,inception,8,4,0.4365079365079365,0.4444444444444444
484,inception,8,5,0.2916666666666667,0.4305555555555556
485,inception,8,6,0.5357142857142857,0.46428571428571425
486,inception,8,7,0.5961538461538461,0.576923076923077
487,inception,8,8,0.3214285714285714,0.37142857142857144
488,inception,8,9,0.5,0.7200000000000001
489,inception,8,10,0.7662337662337663,0.8831168831168831
490,inception,9,1,0.6507936507936507,0.5555555555555556
491,inception,9,2,0.5833333333333333,0.5972222222222223
492,inception,9,3,0.6125,0.65
493,inception,9,4,0.7916666666666667,0.7916666666666667
494,inception,9,5,0.5844155844155844,0.7662337662337663
495,inception,9,6,0.5378787878787878,0.6515151515151515
496,inception,9,7,0.55,0.5099999999999999
497,inception,9,8,0.5357142857142857,0.3928571428571428
498,inception,9,9,0.9,0.9
499,inception,9,10,0.38461538461538464,0.5192307692307693
500,social_net,0,1,0.85,0.8999999999999999
501,social_net,0,2,0.775,0.775
502,social_net,0,3,0.5833333333333333,0.5694444444444444
503,social_net,0,4,0.5214285714285715,0.5571428571428572
504,social_net,0,5,0.4519230769230769,0.4423076923076923
505,social_net,0,6,0.7928571428571429,0.7571428571428571
506,social_net,0,7,0.3888888888888889,0.5308641975308642
507,social_net,0,8,0.5833333333333333,0.75
508,social_net,0,9,0.7,0.7375
509,social_net,0,10,0.4423076923076923,0.4423076923076923
510,social_net,1,1,0.6818181818181819,0.6666666666666666
511,social_net,1,2,0.7012987012987013,0.8181818181818181
512,social_net,1,3,0.625,0.8
513,social_net,1,4,0.5769230769230769,0.5384615384615384
514,social_net,1,5,0.5625,0.6666666666666667
515,social_net,1,6,0.5416666666666666,0.48611111111111116
516,social_net,1,7,0.5833333333333334,0.7222222222222223
517,social_net,1,8,0.6,0.7125
518,social_net,1,9,0.7785714285714285,0.7714285714285714
519,social_net,1,10,0.5192307692307692,0.5576923076923077
520,social_net,2,1,0.4642857142857143,0.5357142857142857
521,social_net,2,2,0.75,0.8125
522,social_net,2,3,0.475,0.5874999999999999
523,social_net,2,4,0.5625,0.59375
524,social_net,2,5,0.6666666666666666,0.8472222222222223
525,social_net,2,6,0.7461538461538462,0.8307692307692308
526,social_net,2,7,0.7424242424242424,0.7878787878787878
527,social_net,2,8,0.4285714285714286,0.3035714285714286
528,social_net,2,9,0.625,0.8472222222222223
529,social_net,2,10,0.4772727272727273,0.4545454545454546
530,social_net,3,1,0.5785714285714285,0.7857142857142857
531,social_net,3,2,0.5,0.5125000000000001
532,social_net,3,3,0.6375,0.7
533,social_net,3,4,0.25,0.19444444444444445
534,social_net,3,5,0.44999999999999996,0.6299999999999999
535,social_net,3,6,0.5892857142857143,0.7767857142857143
536,social_net,3,7,0.775,0.8666666666666667
537,social_net,3,8,0.5833333333333334,0.6666666666666667
538,social_net,3,9,0.725,0.8500000000000001
539,social_net,3,10,0.48484848484848486,0.5606060606060606
540,social_net,4,1,0.5673076923076923,0.5961538461538461
541,social_net,4,2,0.8214285714285714,0.9285714285714286
542,social_net,4,3,0.5375,0.5499999999999999
543,social_net,4,4,0.75,0.6527777777777778
544,social_net,4,5,0.5347222222222222,0.7777777777777778
545,social_net,4,6,0.5934065934065934,0.6043956043956044
546,social_net,4,7,0.5178571428571428,0.5892857142857143
547,social_net,4,8,0.5833333333333334,0.7777777777777778
548,social_net,4,9,0.75,0.8888888888888888
549,social_net,4,10,0.5277777777777778,0.6111111111111112
550,social_net,5,1,0.5486111111111112,0.5277777777777778
551,social_net,5,2,0.75,0.8571428571428572
552,social_net,5,3,0.7142857142857143,0.875
553,social_net,5,4,0.5,0.46875
554,social_net,5,5,0.45,0.5875
555,social_net,5,6,0.7152777777777778,0.8333333333333334
556,social_net,5,7,0.6388888888888888,0.5666666666666667
557,social_net,5,8,0.4,0.575
558,social_net,5,9,0.6319444444444444,0.8333333333333333
559,social_net,5,10,0.6625,0.6749999999999999
560,social_net,6,1,0.75,0.861111111111111
561,social_net,6,2,0.525,0.5833333333333334
562,social_net,6,3,0.48214285714285715,0.625
563,social_net,6,4,0.6111111111111112,0.6944444444444444
564,social_net,6,5,0.5972222222222222,0.7083333333333333
565,social_net,6,6,0.5227272727272727,0.5303030303030303
566,social_net,6,7,0.4791666666666667,0.53125
567,social_net,6,8,0.5416666666666666,0.625
568,social_net,6,9,0.7375,0.7125000000000001
569,social_net,6,10,0.7207792207792207,0.7402597402597403
570,social_net,7,1,0.5984848484848485,0.6060606060606061
571,social_net,7,2,0.5571428571428572,0.7857142857142858
572,social_net,7,3,0.55,0.53125
573,social_net,7,4,0.525,0.5625
574,social_net,7,5,0.7083333333333334,0.875
575,social_net,7,6,0.6875,0.46875
576,social_net,7,7,0.4861111111111111,0.5694444444444444
577,social_net,7,8,0.3125,0.19791666666666666
578,social_net,7,9,0.85,0.8999999999999999
579,social_net,7,10,0.5763888888888888,0.75
580,social_net,8,1,0.7625,0.8125
581,social_net,8,2,0.6428571428571428,0.8214285714285714
582,social_net,8,3,0.7083333333333334,0.7777777777777778
583,social_net,8,4,0.3968253968253968,0.4285714285714286
584,social_net,8,5,0.75,0.7638888888888888
585,social_net,8,6,0.6428571428571428,0.75
586,social_net,8,7,0.7692307692307692,0.7115384615384616
587,social_net,8,8,0.4714285714285714,0.5
588,social_net,8,9,0.55,0.6
589,social_net,8,10,0.48051948051948057,0.48051948051948046
590,social_net,9,1,0.6111111111111112,0.7777777777777778
591,social_net,9,2,0.6666666666666666,0.7083333333333334
592,social_net,9,3,0.65,0.7125
593,social_net,9,4,0.75,0.7916666666666666
594,social_net,9,5,0.538961038961039,0.4935064935064935
595,social_net,9,6,0.696969696969697,0.8181818181818181
596,social_net,9,7,0.55,0.61
597,social_net,9,8,0.3392857142857143,0.4107142857142857
598,social_net,9,9,0.525,0.7625
599,social_net,9,10,0.7211538461538461,0.8846153846153847
600,oceans_11,0,1,0.6375,0.775
601,oceans_11,0,2,0.5125,0.65
602,oceans_11,0,3,0.41666666666666663,0.3055555555555556
603,oceans_11,0,4,0.4214285714285714,0.35714285714285715
604,oceans_11,0,5,0.6153846153846154,0.7115384615384616
605,oceans_11,0,6,0.65,0.8142857142857143
606,oceans_11,0,7,0.6666666666666666,0.7283950617283951
607,oceans_11,0,8,0.75,0.7638888888888888
608,oceans_11,0,9,0.775,0.8875
609,oceans_11,0,10,0.6923076923076923,0.6923076923076923
610,oceans_11,1,1,0.6439393939393939,0.6818181818181819
611,oceans_11,1,2,0.538961038961039,0.6103896103896104
612,oceans_11,1,3,0.3,0.41250000000000003
613,oceans_11,1,4,0.5288461538461539,0.4807692307692307
614,oceans_11,1,5,0.4375,0.53125
615,oceans_11,1,6,0.7083333333333334,0.8333333333333334
616,oceans_11,1,7,0.75,0.625
617,oceans_11,1,8,0.7375,0.9
618,oceans_11,1,9,0.7071428571428571,0.8142857142857143
619,oceans_11,1,10,0.6057692307692308,0.7692307692307692
620,oceans_11,2,1,0.625,0.5535714285714286
621,oceans_11,2,2,0.675,0.8375
622,oceans_11,2,3,0.4375,0.425
623,oceans_11,2,4,0.375,0.359375
624,oceans_11,2,5,0.5416666666666667,0.6666666666666666
625,oceans_11,2,6,0.6307692307692307,0.6923076923076923
626,oceans_11,2,7,0.5757575757575758,0.5757575757575758
627,oceans_11,2,8,0.7857142857142857,0.8214285714285714
628,oceans_11,2,9,0.7083333333333334,0.7916666666666666
629,oceans_11,2,10,0.6306818181818181,0.75
630,oceans_11,3,1,0.75,0.9
631,oceans_11,3,2,0.55,0.45
632,oceans_11,3,3,0.5375,0.5125
633,oceans_11,3,4,0.6388888888888888,0.5833333333333333
634,oceans_11,3,5,0.55,0.47
635,oceans_11,3,6,0.5535714285714286,0.5535714285714286
636,oceans_11,3,7,0.7333333333333334,0.8
637,oceans_11,3,8,0.5833333333333333,0.625
638,oceans_11,3,9,0.6875,0.675
639,oceans_11,3,10,0.7348484848484849,0.7727272727272727
640,oceans_11,4,1,0.7692307692307692,0.7692307692307693
641,oceans_11,4,2,0.625,0.7142857142857142
642,oceans_11,4,3,0.5875,0.5375000000000001
643,oceans_11,4,4,0.625,0.625
644,oceans_11,4,5,0.6527777777777778,0.7638888888888888
645,oceans_11,4,6,0.41208791208791207,0.3626373626373626
646,oceans_11,4,7,0.6607142857142857,0.7321428571428572
647,oceans_11,4,8,0.625,0.6944444444444444
648,oceans_11,4,9,0.5,0.6805555555555556
649,oceans_11,4,10,0.7152777777777778,0.9305555555555556
650,oceans_11,5,1,0.5347222222222222,0.5833333333333333
651,oceans_11,5,2,0.6071428571428571,0.875
652,oceans_11,5,3,0.4464285714285714,0.5892857142857143
653,oceans_11,5,4,0.21875,0.3125
654,oceans_11,5,5,0.2875,0.31249999999999994
655,oceans_11,5,6,0.7777777777777778,0.8333333333333335
656,oceans_11,5,7,0.4722222222222222,0.43333333333333335
657,oceans_11,5,8,0.675,0.775
658,oceans_11,5,9,0.5833333333333333,0.6527777777777778
659,oceans_11,5,10,0.6375,0.7625
660,oceans_11,6,1,0.8333333333333333,1.0
661,oceans_11,6,2,0.3666666666666667,0.5
662,oceans_11,6,3,0.39285714285714285,0.5178571428571428
663,oceans_11,6,4,0.5416666666666666,0.4861111111111111
664,oceans_11,6,5,0.3611111111111111,0.4027777777777778
665,oceans_11,6,6,0.4318181818181818,0.48484848484848486
666,oceans_11,6,7,0.4791666666666667,0.44791666666666663
667,oceans_11,6,8,0.7083333333333334,0.8333333333333334
668,oceans_11,6,9,0.8375,0.8875000000000001
669,oceans_11,6,10,0.6753246753246753,0.8571428571428571
670,oceans_11,7,1,0.5984848484848485,0.712121212121212
671,oceans_11,7,2,0.65,0.7142857142857142
672,oceans_11,7,3,0.475,0.475
673,oceans_11,7,4,0.475,0.4875
674,oceans_11,7,5,0.7083333333333334,0.611111111111111
675,oceans_11,7,6,0.65625,0.8125
676,oceans_11,7,7,0.5486111111111112,0.6388888888888888
677,oceans_11,7,8,0.4375,0.48958333333333337
678,oceans_11,7,9,0.7125,0.7375
679,oceans_11,7,10,0.5763888888888888,0.5972222222222222
680,oceans_11,8,1,0.625,0.7875
681,oceans_11,8,2,0.5535714285714286,0.5178571428571428
682,oceans_11,8,3,0.5416666666666667,0.4305555555555556
683,oceans_11,8,4,0.3412698412698413,0.46031746031746035
684,oceans_11,8,5,0.45833333333333337,0.5138888888888888
685,oceans_11,8,6,0.6785714285714286,0.6428571428571429
686,oceans_11,8,7,0.6826923076923077,0.7307692307692308
687,oceans_11,8,8,0.6642857142857143,0.6285714285714286
688,oceans_11,8,9,0.65,0.52
689,oceans_11,8,10,0.6948051948051948,0.8701298701298701
690,oceans_11,9,1,0.6666666666666666,0.4761904761904762
691,oceans_11,9,2,0.625,0.611111111111111
692,oceans_11,9,3,0.4375,0.4625
693,oceans_11,9,4,0.5416666666666667,0.6527777777777778
694,oceans_11,9,5,0.7012987012987013,0.7532467532467533
695,oceans_11,9,6,0.6893939393939394,0.6666666666666667
696,oceans_11,9,7,0.44999999999999996,0.45
697,oceans_11,9,8,0.4285714285714286,0.5178571428571428
698,oceans_11,9,9,0.6375,0.8
699,oceans_11,9,10,0.6538461538461539,0.8461538461538463
700,flower,0,1,0.7625,0.9
701,flower,0,2,0.575,0.6125
702,flower,0,3,0.5416666666666666,0.6666666666666666
703,flower,0,4,0.4571428571428572,0.37142857142857144
704,flower,0,5,0.5480769230769231,0.6923076923076923
705,flower,0,6,0.5642857142857143,0.3857142857142857
706,flower,0,7,0.6111111111111112,0.6419753086419753
707,flower,0,8,0.5416666666666666,0.8194444444444444
708,flower,0,9,0.5875,0.6875
709,flower,0,10,0.6346153846153846,0.6923076923076923
710,flower,1,1,0.6590909090909092,0.8030303030303031
711,flower,1,2,0.6493506493506493,0.7012987012987013
712,flower,1,3,0.575,0.65
713,flower,1,4,0.47115384615384615,0.6153846153846154
714,flower,1,5,0.75,0.7604166666666666
715,flower,1,6,0.75,0.6805555555555556
716,flower,1,7,0.5,0.7916666666666666
717,flower,1,8,0.7,0.75
718,flower,1,9,0.5214285714285715,0.7285714285714286
719,flower,1,10,0.47115384615384615,0.32692307692307687
720,flower,2,1,0.625,0.7142857142857143
721,flower,2,2,0.6875,0.7375
722,flower,2,3,0.65,0.7875
723,flower,2,4,0.5625,0.671875
724,flower,2,5,0.7083333333333333,0.6666666666666667
725,flower,2,6,0.38461538461538464,0.46153846153846156
726,flower,2,7,0.46969696969696967,0.4545454545454546
727,flower,2,8,0.6428571428571428,0.8035714285714285
728,flower,2,9,0.625,0.75
729,flower,2,10,0.6420454545454546,0.5568181818181818
730,flower,3,1,0.6857142857142857,0.6571428571428571
731,flower,3,2,0.5375,0.7
732,flower,3,3,0.5875,0.7875
733,flower,3,4,0.5069444444444444,0.5694444444444444
734,flower,3,5,0.55,0.45999999999999996
735,flower,3,6,0.4642857142857143,0.6071428571428572
736,flower,3,7,0.475,0.7000000000000001
737,flower,3,8,0.625,0.7777777777777778
738,flower,3,9,0.475,0.65
739,flower,3,10,0.6666666666666666,0.6060606060606061
740,flower,4,1,0.875,0.9230769230769231
741,flower,4,2,0.5714285714285714,0.625
742,flower,4,3,0.4,0.5
743,flower,4,4,0.4236111111111111,0.4861111111111111
744,flower,4,5,0.7013888888888888,0.75
745,flower,4,6,0.532967032967033,0.4615384615384615
746,flower,4,7,0.6785714285714286,0.8571428571428571
747,flower,4,8,0.625,0.625
748,flower,4,9,0.7916666666666667,0.8194444444444444
749,flower,4,10,0.5138888888888888,0.5416666666666667
750,flower,5,1,0.7569444444444444,0.7916666666666667
751,flower,5,2,0.5535714285714286,0.8928571428571429
752,flower,5,3,0.7321428571428572,0.875
753,flower,5,4,0.34375,0.3125
754,flower,5,5,0.375,0.36250000000000004
755,flower,5,6,0.625,0.7916666666666666
756,flower,5,7,0.5166666666666666,0.5666666666666667
757,flower,5,8,0.4375,0.47500000000000003
758,flower,5,9,0.7083333333333333,0.75
759,flower,5,10,0.7,0.75
760,flower,6,1,0.625,0.7222222222222222
761,flower,6,2,0.6166666666666667,0.6833333333333333
762,flower,6,3,0.5892857142857143,0.7321428571428572
763,flower,6,4,0.8194444444444444,0.8611111111111112
764,flower,6,5,0.6319444444444444,0.5277777777777779
765,flower,6,6,0.49242424242424243,0.6515151515151516
766,flower,6,7,0.5625,0.625
767,flower,6,8,0.6666666666666667,0.6944444444444444
768,flower,6,9,0.625,0.625
769,flower,6,10,0.5324675324675324,0.6233766233766234
770,flower,7,1,0.8257575757575758,0.8484848484848485
771,flower,7,2,0.6642857142857143,0.7714285714285715
772,flower,7,3,0.5625,0.7625
773,flower,7,4,0.475,0.46875
774,flower,7,5,0.7916666666666666,0.9444444444444444
775,flower,7,6,0.34375,0.28125
776,flower,7,7,0.75,0.75
777,flower,7,8,0.6458333333333333,0.59375
778,flower,7,9,0.4125,0.35
779,flower,7,10,0.4375,0.5555555555555555
780,flower,8,1,0.7,0.8125
781,flower,8,2,0.6428571428571428,0.8214285714285714
782,flower,8,3,0.5416666666666666,0.6944444444444444
783,flower,8,4,0.5317460317460317,0.47619047619047616
784,flower,8,5,0.5,0.7222222222222222
785,flower,8,6,0.6428571428571428,0.6964285714285714
786,flower,8,7,0.8846153846153846,0.8269230769230769
787,flower,8,8,0.5785714285714285,0.6142857142857143
788,flower,8,9,0.65,0.7
789,flower,8,10,0.42207792207792205,0.5844155844155845
790,flower,9,1,0.5317460317460317,0.5396825396825397
791,flower,9,2,0.7083333333333333,0.8888888888888888
792,flower,9,3,0.65,0.7375
793,flower,9,4,0.4166666666666667,0.5694444444444445
794,flower,9,5,0.6688311688311688,0.5844155844155844
795,flower,9,6,0.5757575757575758,0.7727272727272727
796,flower,9,7,0.55,0.55
797,flower,9,8,0.5535714285714286,0.6607142857142857
798,flower,9,9,0.5375,0.6000000000000001
799,flower,9,10,0.5865384615384616,0.7884615384615384
800,hotel,0,1,0.6,0.6625
801,hotel,0,2,0.475,0.6
802,hotel,0,3,0.5416666666666666,0.5972222222222222
803,hotel,0,4,0.2857142857142857,0.2857142857142857
804,hotel,0,5,0.8461538461538461,0.9423076923076923
805,hotel,0,6,0.39285714285714285,0.5428571428571429
806,hotel,0,7,0.4444444444444444,0.46913580246913583
807,hotel,0,8,0.4166666666666667,0.2777777777777778
808,hotel,0,9,0.425,0.575
809,hotel,0,10,0.5961538461538461,0.6730769230769231
810,hotel,1,1,0.5303030303030303,0.5606060606060606
811,hotel,1,2,0.487012987012987,0.5584415584415584
812,hotel,1,3,0.5,0.4
813,hotel,1,4,0.6442307692307692,0.5
814,hotel,1,5,0.5625,0.6041666666666666
815,hotel,1,6,0.5,0.5277777777777778
816,hotel,1,7,0.4166666666666667,0.6111111111111112
817,hotel,1,8,0.425,0.55
818,hotel,1,9,0.7142857142857143,0.7285714285714285
819,hotel,1,10,0.4326923076923077,0.3653846153846154
820,hotel,2,1,0.5535714285714286,0.5
821,hotel,2,2,0.3625,0.35
822,hotel,2,3,0.45,0.44999999999999996
823,hotel,2,4,0.6875,0.703125
824,hotel,2,5,0.625,0.5416666666666667
825,hotel,2,6,0.4461538461538461,0.6153846153846154
826,hotel,2,7,0.3787878787878788,0.30303030303030304
827,hotel,2,8,0.39285714285714285,0.1607142857142857
828,hotel,2,9,0.5416666666666667,0.6805555555555556
829,hotel,2,10,0.5340909090909092,0.6704545454545454
830,hotel,3,1,0.7357142857142858,0.6857142857142857
831,hotel,3,2,0.3625,0.5125
832,hotel,3,3,0.5375,0.7125000000000001
833,hotel,3,4,0.4652777777777778,0.37500000000000006
834,hotel,3,5,0.55,0.64
835,hotel,3,6,0.5535714285714286,0.5892857142857142
836,hotel,3,7,0.43333333333333335,0.6166666666666667
837,hotel,3,8,0.41666666666666663,0.3888888888888889
838,hotel,3,9,0.6375,0.65
839,hotel,3,10,0.5757575757575758,0.6363636363636364
840,hotel,4,1,0.5865384615384616,0.673076923076923
841,hotel,4,2,0.3392857142857143,0.4464285714285714
842,hotel,4,3,0.775,0.8
843,hotel,4,4,0.4722222222222222,0.41666666666666663
844,hotel,4,5,0.6458333333333333,0.6805555555555556
845,hotel,4,6,0.5989010989010989,0.6263736263736264
846,hotel,4,7,0.5357142857142857,0.5714285714285714
847,hotel,4,8,0.5416666666666666,0.625
848,hotel,4,9,0.625,0.7361111111111112
849,hotel,4,10,0.5069444444444444,0.6388888888888888
850,hotel,5,1,0.6319444444444444,0.625
851,hotel,5,2,0.7678571428571428,0.8035714285714285
852,hotel,5,3,0.4642857142857143,0.5178571428571428
853,hotel,5,4,0.53125,0.53125
854,hotel,5,5,0.45,0.6
855,hotel,5,6,0.3958333333333333,0.5
856,hotel,5,7,0.4666666666666667,0.5
857,hotel,5,8,0.575,0.7250000000000001
858,hotel,5,9,0.35416666666666663,0.5277777777777778
859,hotel,5,10,0.5875,0.5
860,hotel,6,1,0.5,0.5555555555555556
861,hotel,6,2,0.4916666666666667,0.5666666666666667
862,hotel,6,3,0.42857142857142855,0.5
863,hotel,6,4,0.4513888888888889,0.5972222222222223
864,hotel,6,5,0.5347222222222222,0.4444444444444444
865,hotel,6,6,0.5303030303030303,0.6060606060606061
866,hotel,6,7,0.625,0.5833333333333334
867,hotel,6,8,0.3333333333333333,0.4722222222222222
868,hotel,6,9,0.525,0.55
869,hotel,6,10,0.5324675324675324,0.5454545454545454
870,hotel,7,1,0.43939393939393934,0.5
871,hotel,7,2,0.6142857142857143,0.6571428571428571
872,hotel,7,3,0.6375,0.6749999999999999
873,hotel,7,4,0.6625,0.6625000000000001
874,hotel,7,5,0.2916666666666667,0.3472222222222222
875,hotel,7,6,0.78125,0.71875
876,hotel,7,7,0.4583333333333333,0.5972222222222222
877,hotel,7,8,0.5208333333333333,0.5104166666666667
878,hotel,7,9,0.625,0.6875
879,hotel,7,10,0.5972222222222222,0.5833333333333333
880,hotel,8,1,0.5125,0.625
881,hotel,8,2,0.6428571428571428,0.6428571428571428
882,hotel,8,3,0.5833333333333333,0.625
883,hotel,8,4,0.6587301587301587,0.5238095238095237
884,hotel,8,5,0.5416666666666666,0.5694444444444444
885,hotel,8,6,0.44642857142857145,0.5357142857142857
886,hotel,8,7,0.47115384615384615,0.5769230769230769
887,hotel,8,8,0.3857142857142857,0.4142857142857143
888,hotel,8,9,0.45,0.41
889,hotel,8,10,0.37662337662337664,0.48051948051948057
890,hotel,9,1,0.40476190476190477,0.5396825396825398
891,hotel,9,2,0.5833333333333334,0.6527777777777778
892,hotel,9,3,0.65,0.575
893,hotel,9,4,0.625,0.625
894,hotel,9,5,0.5324675324675324,0.7272727272727273
895,hotel,9,6,0.49242424242424243,0.5606060606060606
896,hotel,9,7,0.65,0.6799999999999999
897,hotel,9,8,0.48214285714285715,0.5357142857142857
898,hotel,9,9,0.45,0.375
899,hotel,9,10,0.5480769230769231,0.5576923076923077
900,garden,0,1,0.775,0.8875000000000001
901,garden,0,2,0.65,0.85
902,garden,0,3,0.4166666666666667,0.4027777777777778
903,garden,0,4,0.41428571428571426,0.4714285714285714
904,garden,0,5,0.7307692307692308,0.9615384615384616
905,garden,0,6,0.5214285714285715,0.6285714285714286
906,garden,0,7,0.7222222222222222,0.7777777777777777
907,garden,0,8,0.6666666666666667,0.8333333333333333
908,garden,0,9,0.6625,0.725
909,garden,0,10,0.6826923076923077,0.7307692307692307
910,garden,1,1,0.8257575757575758,0.803030303030303
911,garden,1,2,0.6038961038961039,0.6753246753246753
912,garden,1,3,0.4875,0.5
913,garden,1,4,0.7307692307692308,0.9038461538461537
914,garden,1,5,0.6666666666666667,0.6145833333333334
915,garden,1,6,0.8333333333333333,0.8472222222222222
916,garden,1,7,0.8333333333333334,0.8333333333333333
917,garden,1,8,0.6375,0.7
918,garden,1,9,0.6857142857142857,0.7142857142857143
919,garden,1,10,0.5096153846153846,0.6538461538461539
920,garden,2,1,0.5,0.4464285714285714
921,garden,2,2,0.65,0.8375
922,garden,2,3,0.675,0.7125
923,garden,2,4,0.8125,0.921875
924,garden,2,5,0.7083333333333333,0.8055555555555556
925,garden,2,6,0.6846153846153846,0.9076923076923076
926,garden,2,7,0.5984848484848485,0.5757575757575757
927,garden,2,8,0.5535714285714286,0.7321428571428571
928,garden,2,9,0.7916666666666667,0.8472222222222221
929,garden,2,10,0.5227272727272727,0.5113636363636364
930,garden,3,1,0.6857142857142857,0.8142857142857142
931,garden,3,2,0.725,0.6875
932,garden,3,3,0.8375,0.8625
933,garden,3,4,0.5833333333333333,0.5972222222222223
934,garden,3,5,0.7,0.79
935,garden,3,6,0.5892857142857143,0.7321428571428571
936,garden,3,7,0.5083333333333333,0.7
937,garden,3,8,0.7083333333333333,0.7638888888888888
938,garden,3,9,0.3375,0.4
